Person 91
Starting Actual Velocity = [1.10082551 0.47015847]
[17.31230671  7.39401527]
[10.22886169  2.56108811]
[10.41008696  2.39187092]
[11.10763594  2.4476536 ]
[11.81449343  2.4807824 ]
[12.3989846   2.45597484]
[12.78386742  2.37105035]
[12.94285971  2.26114277]
[12.90879262  2.16681786]
[12.7074523   2.12006941]
[12.36376974  2.14544887]
[11.88069411  2.24304527]
[11.27660245  2.39696365]
[10.65639615  2.56960897]
[10.02493012  2.74832458]
[9.46819997 2.91898659]
[9.08654978 3.07055751]
[8.92583398 3.19297524]
[8.95030517 3.27799724]
[9.09009435 3.31124452]
[9.23372515 3.28712176]
[9.28267997 3.2272233 ]
[9.19626157 3.13604097]
[8.85020529 2.99782741]
[8.3291614  2.86583765]
[7.9325736  2.78154367]
[7.69710218 2.7416356 ]
[7.62430313 2.76593748]
[7.5962799  2.85402448]
[7.55595477 2.99883165]
[7.42858736 3.16832895]
[7.15723519 3.31766935]
[6.72966053 3.40265243]
[6.21650404 3.43226787]
[5.75077196 3.46322467]
[5.86291913 3.64838505]
[6.51755105 3.99962828]
[7.52275227 4.43996628]
[8.75223843 4.97037185]
[9.93951879 5.52926941]
[10.92490146  6.09994502]
[11.61825523  6.68442253]
[11.92020143  7.23064193]
[11.84374523  7.71476732]
[11.43502729  8.09639012]
[10.77033781  8.34939265]
[9.85309422 8.48194781]
[9.36772335 8.53071527]
[9.17036117 8.56245208]
[9.26411686 8.58922178]
[9.568199  8.5596301]
[9.92431709 8.39521727]
[10.18636068  8.04715775]
[10.21881619  7.52750181]
[10.04970318  6.99583163]
[10.29788135  6.99335144]
[10.15032142  7.34833289]
[9.7115211 8.1564055]
[9.1462634  9.38808314]
[ 8.6616523  10.94951279]
[ 8.55835775 12.29540571]
[ 8.83159145 13.38598046]
[ 9.52959947 14.18278807]
[10.40840336 14.31444973]
[11.95986464 14.58712035]
[12.78437803 14.40049291]
[12.87863406 13.94422867]
[12.24674265 13.24814038]
[11.35570629 12.62020208]
[ 9.98363055 11.77699424]
[ 8.40553423 10.8653844 ]
[ 6.95903606 10.08474034]
[5.83920954 9.54864438]
[5.30365948 9.35326574]
[5.4402552  9.49212472]
[6.20640617 9.91736858]
[ 7.49254836 10.58750624]
[10.65792535 12.94169103]
[13.46532741 14.80012727]
[15.98716908 16.28907366]
[18.16439572 17.30029646]
[20.16792425 17.72561888]
[21.87576251 17.34651765]
[23.23542117 15.99055467]
[24.0472611  13.59645643]
[24.18506628 10.67360532]
[23.79131362  7.8110395 ]
[23.23579828  5.72842971]
[26.11448508 12.5216702 ]
[28.58134302 17.45067508]
[30.87520577 21.20686992]
[32.70064151 23.80073117]
[33.68671603 25.48421108]
