Person 91
Starting Actual Velocity = [1.10082551 0.47015847]
[17.31230671  7.39401527]
[18.06819306  7.71529667]
[18.25736523  7.7942394 ]
[18.31621736  7.81710354]
[18.33246329  7.82135634]
[18.33623334  7.81983432]
[18.33627067  7.81623453]
[18.33516153  7.81154677]
[18.3337055   7.80608722]
[18.33212108  7.79972504]
[18.33059998  7.79280896]
[18.32908179  7.78496574]
[18.32761766  7.7762781 ]
[18.3261842   7.76651695]
[18.32473653  7.75516718]
[18.323404    7.74296426]
[18.32200818  7.72836329]
[18.32037113  7.70829031]
[18.31930284  7.6905007 ]
[18.31818787  7.67137189]
[18.31684844  7.64779674]
[18.31563523  7.62486735]
[18.31433268  7.60042403]
[18.31289818  7.57431618]
[18.3112895   7.54638593]
[18.30920009  7.51231667]
[18.30686891  7.47667944]
[18.3043511   7.44173361]
[18.301429   7.4055753]
[18.2980206   7.36818451]
[18.29402028  7.32929525]
[18.28935472  7.28913115]
[18.28395059  7.24796008]
[18.27773539  7.2060885 ]
[18.2706407   7.16385694]
[18.26272133  7.12223413]
[18.25382773  7.08575768]
[18.24413368  7.05418791]
[18.23226967  7.02216341]
[18.22062723  6.99618492]
[18.20895922  6.97343713]
[18.19694017  6.95253716]
[18.18304731  6.93091212]
[18.1701677   6.91364058]
[18.15713117  6.89807434]
[18.14380056  6.88396932]
[18.13025219  6.8714529 ]
[18.11657384  6.8606398 ]
[18.10266322  6.85148509]
[18.08872561  6.84423593]
[18.07477397  6.83894248]
[18.06159599  6.83589   ]
[18.04864573  6.83457363]
[18.03603217  6.83503909]
[18.02371059  6.83738119]
[18.01253109  6.84154879]
[18.00182219  6.84739487]
[17.99205353  6.85483292]
[17.98321926  6.86376511]
[17.97545952  6.87400247]
[17.96870639  6.88554056]
[18.0590165   7.06808867]
[18.1097747   7.16639913]
[18.12871967  7.19521759]
[18.14006963  7.20611383]
[18.14925583  7.21024079]
[18.15893374  7.21150828]
[18.16948435  7.21184166]
[18.18086328  7.21237008]
[18.19322334  7.21329244]
[18.20651866  7.21464941]
[18.22085689  7.21647104]
[18.23644419  7.21882056]
[18.2539751   7.22189537]
[18.27181334  7.22535931]
[18.29057107  7.22931811]
[18.31007673  7.23372422]
[18.33000975  7.23849973]
[18.3499793   7.24354833]
[18.36983524  7.24887517]
[18.3895733   7.25456204]
[18.40807957  7.26013403]
[18.425451    7.26556579]
[18.44127654  7.27071146]
[18.4550964   7.27545324]
[18.46690176  7.28037347]
[18.47581305  7.28443529]
[18.42807283  7.11175899]
[18.39817368  7.01917889]
[18.37487527  6.97088492]
[18.35216282  6.9484738 ]
[18.3242437   6.94210988]
[18.28509782  6.94825466]
[18.25311262  6.95700712]
[18.21483994  6.96827043]
[18.16756574  6.98122263]
[18.11319718  6.99429238]
[18.03323773  7.01201437]
[17.93398833  7.03130451]
[17.86729079  7.03988947]
[17.79257467  7.04879478]
[17.70923556  7.05631849]
[17.62015765  7.06046782]
[17.51114211  7.05190155]
[17.41165933  7.03719929]
[17.3151049   7.01177239]
[17.5873191   7.06597211]
[17.7102848   7.05658703]
[17.72910557  6.9950959 ]
[17.67515304  6.89276783]
[17.57540753  6.76036563]
[17.4385651   6.59650353]
[17.27883092  6.41100609]
[17.10410971  6.20844806]
[16.91039746  5.98830549]
[16.7004695   5.75571408]
[16.48587751  5.52652713]
[16.27311776  5.31036427]
[16.0541021   5.09942995]
[15.81725497  4.88177611]
[15.56578205  4.66110031]
[15.30486933  4.44257319]
[15.03481172  4.22645273]
[14.77775202  4.03694093]
[14.54294196  3.88240154]
[14.32060818  3.75132724]
[14.09647976  3.62738439]
[13.92640164  3.56460772]
[13.68339207  3.36944106]
[13.67778465  3.43185151]
[13.74233516  3.56480629]
[13.80348282  3.68163484]
[13.8371812   3.76601976]
[13.82485446  3.80198175]
[13.74932784  3.77552573]
[13.5957534   3.63546999]
[13.42914385  3.49441593]
[13.23629212  3.33227708]
[12.98809458  3.12386385]
[12.75246528  2.98458872]
[12.50660677  2.88053561]
[12.25967077  2.82628901]
[12.0076604  2.8173536]
[11.76368993  2.85575213]
[11.52052271  2.92347792]
[11.28031463  3.00668884]
[11.05584229  3.09157829]
[10.84722799  3.16281987]
[10.66433805  3.2091683 ]
[10.51536796  3.22183288]
[10.40297065  3.19614366]
[10.32332364  3.13557786]
[10.26775836  3.04806811]
[10.22848433  2.94629584]
[10.20027037  2.84379201]
[10.18063375  2.74929308]
[10.17311925  2.67283251]
[10.18421904  2.61228079]
