Person 91
Starting Actual Velocity = [ 1.20048383 -0.33150051]
[20.70519838 -4.91208143]
[20.78642312 -5.48344996]
[20.53608958 -5.78569825]
[20.32079145 -5.98471851]
[20.12871138 -6.12933476]
[19.96916964 -6.24072178]
[19.83791702 -6.32971216]
[19.73631622 -6.4019669 ]
[19.64797582 -6.46310998]
[19.58327704 -6.51385604]
[19.50578592 -6.56124565]
[19.4505153 -6.6002775]
[19.39789231 -6.63528884]
[19.35566642 -6.66551249]
[19.33121757 -6.69026529]
[19.28616969 -6.71721443]
[19.27620174 -6.73555619]
[19.35989733 -6.7325162 ]
[19.23337367 -6.77719292]
[19.1724291  -6.80368911]
[19.17502953 -6.81451807]
[19.12208599 -6.83645232]
[19.08891416 -6.85246716]
[19.06488806 -6.86533338]
[19.04620763 -6.87619183]
[19.064541   -6.87833042]
[19.05057275 -6.88807196]
[19.018505   -6.90143328]
[18.99640401 -6.91172233]
[18.97955376 -6.92017342]
[18.96727666 -6.92710079]
[18.95694017 -6.93323407]
[18.94751106 -6.9388922 ]
[18.93856684 -6.94422313]
[18.92991841 -6.94930383]
[18.91937904 -6.95465957]
[18.91038124 -6.95947262]
[18.90100065 -6.96422437]
[18.91739722 -6.96266732]
[18.90043122 -6.96973835]
[18.88090355 -6.97721561]
[18.86556132 -6.98333362]
[18.87114385 -6.98413446]
[18.85010476 -6.99164401]
[18.83396704 -6.99769168]
[18.82138749 -7.00261819]
[18.81012781 -7.00704956]
[18.79923734 -7.01128826]
[18.78988693 -7.01510409]
[18.78002697 -7.01906941]
[18.77041249 -7.02303645]
[18.75511461 -7.02846916]
[18.74186904 -7.03334444]
[18.7291671  -7.03804439]
[18.71778365 -7.04241802]
[18.70073397 -7.04822371]
[18.68666613 -7.05320658]
[18.67069791 -7.05859392]
[18.65426951 -7.06398808]
[18.6366597 -7.0695282]
[18.61950676 -7.07475225]
[18.60154834 -7.07995632]
[18.58610297 -7.08426448]
[18.58886284 -7.0836017 ]
[18.55637665 -7.09298274]
[18.52511246 -7.10144535]
[18.49948323 -7.10748227]
[18.48488879 -7.10946786]
[18.4634764  -7.11260977]
[18.41080368 -7.19651425]
[18.37192847 -7.23907405]
[18.34129282 -7.26014194]
[18.31641557 -7.26914194]
[18.29564456 -7.27051205]
[18.28053599 -7.26619078]
[18.25930242 -7.26164029]
[18.24033822 -7.25485408]
[18.22261673 -7.24642563]
[18.20497774 -7.23702192]
[18.18687367 -7.22707026]
[18.16926616 -7.21628113]
[18.15323469 -7.20418179]
[18.13439852 -7.19283211]
[18.11729998 -7.18033357]
[18.10120291 -7.16690815]
[18.08506409 -7.15307238]
[18.07443015 -7.13623753]
[18.05938992 -7.12092547]
[18.04100143 -7.10714787]
[18.02245    -7.09351586]
[18.00518384 -7.07917432]
[17.98998529 -7.06356837]
[17.98134234 -7.04447343]
[17.98435062 -7.01986538]
[17.95798978 -7.00847549]
[17.93536718 -6.99634075]
[17.91692273 -6.9822635 ]
[17.89882956 -6.9676386 ]
[17.8976519  -6.94504008]
[17.90119893 -6.92033545]
[17.86742718 -6.9122478 ]
[17.84110182 -6.90190346]
[17.81994119 -6.88900939]
[17.8012477  -6.87436681]
[17.78335087 -6.85881364]
[17.76597038 -6.84268585]
[17.75105831 -6.8251083 ]
[17.73615133 -6.80739388]
[17.7212423  -6.78977556]
[17.7063338  -6.77239855]
[17.62068726 -6.76957938]
[17.56172149 -6.76046112]
[17.51958103 -6.74716885]
[17.48914557 -6.73001265]
[17.4659318  -6.71085176]
[17.44695861 -6.69103728]
[17.43270525 -6.66973327]
[17.42177589 -6.64767845]
[17.41116921 -6.62675315]
[17.39951834 -6.60787376]
[17.38848304 -6.59005386]
[17.37987771 -6.5721576 ]
[17.37231853 -6.55483626]
[17.36480468 -6.53862773]
[17.35827507 -6.52317113]
[17.34927654 -6.50990774]
[17.33818148 -6.4985661 ]
[17.3288138 -6.4873119]
[17.32701922 -6.47376457]
[17.31870173 -6.4632223 ]
[17.38720184 -6.4307901 ]
[17.38139236 -6.42704907]
[17.35189279 -6.43196801]
[17.3288777  -6.43504432]
[17.31118968 -6.43547174]
[17.29934193 -6.43267239]
[17.29274695 -6.42665012]
[17.30281539 -6.41422746]
[17.29229324 -6.40725313]
[17.28217176 -6.40006405]
[17.28366209 -6.38886863]
[17.27522169 -6.38072937]
[17.26929595 -6.37182938]
[17.26419507 -6.36265349]
[17.26178739 -6.35257481]
[17.29195349 -6.25047713]
[17.31271593 -6.17610608]
[17.32606681 -6.12489573]
[17.33124329 -6.09386144]
