Person 27
Starting Position = (350.7603236247126,508.68583651073976)
(355.76989357876425,507.7341619441868)
(359.32215536577877,506.97639086592284)
(362.66285137536073,506.1960053317411)
(366.0057249630689,505.3564225550269)
(370.0814492452581,504.2516047352287)
(373.25150692998227,503.36853801061426)
(376.4120715337518,502.4659920287395)
(379.5060908494067,501.564004142599)
(382.6014258784907,500.6449913413716)
(385.92975919671943,499.6370099388871)
(389.0365076874892,498.6843544286512)
(392.0907548514836,497.7373268533022)
(395.2179965319704,496.75619764132415)
(398.1931608793394,495.81485426962524)
(401.1614230627992,494.86762267160225)
(404.123642511872,493.9144092353511)
(407.1009468886988,492.9483649331845)
(410.05299727223417,491.98327855536854)
(413.06188288814354,490.991545136371)
(416.57765649173217,489.8136480452424)
(419.49979353227894,488.8331387296779)
