Person 40
Starting Position = (314.8716166512366,126.40596430319201)
(318.86251527846645,128.73302118491165)
(321.7516256050876,130.45596511710843)
(324.5090283918112,132.1337650280255)
(327.2963958269797,133.8607948162897)
(330.7196123364159,136.02253975287937)
(333.389463494859,137.7276178817388)
(336.05521228517773,139.44679831016734)
(338.6666983676543,141.14505724820148)
(341.27989613131336,142.85684275876014)
(344.0889493556382,144.70955642111673)
(346.7105033470206,146.44817068348746)
(349.2869650835203,148.16513851848742)
(351.9236440949553,149.93003068371897)
(354.431277192446,151.61492061160857)
(356.93205981549386,153.30101251040028)
(359.42664756817754,154.98823650798346)
(361.9327417595092,156.6881808631666)
(364.41654254624757,158.37748921091026)
(366.94686481502146,160.10275067488868)
(369.89877634209535,162.12081045472974)
(372.35197808941547,163.80138059581685)
