Person 22
Starting Position = (619.7937695878854,250.28946275312282)
(621.8325441807765,254.29164306722942)
(623.485864811147,257.5500967043494)
(625.0525197065441,260.6505765045935)
(626.6477588977286,263.8218928985616)
(628.2222687293606,266.9666693887882)
(629.7750680055441,270.0828928659112)
(631.3060224789027,273.17000491247796)
(632.8423373870866,276.28289312582)
(634.3661248997438,279.3850648061145)
(635.9225930867764,282.56878640016697)
(637.4132964573972,285.63130036904073)
(638.9195203525434,288.73855376445397)
(640.405908701968,291.816470872536)
(641.8998695240291,294.92061588199675)
(643.4556098542283,298.16310829527583)
(644.948647735777,301.2826478754864)
(646.5586150083795,304.6534935912006)
(648.5377035693235,308.80470248349184)
(650.0621317410315,312.0059604157872)
(651.5627680579362,315.15771465063335)
(653.2575185419884,318.71372839412913)
(654.7500847496771,321.8405779416657)
(656.2215468454564,324.9155961017275)
(657.6817981303259,327.9568467480529)
(659.1408553605147,330.9824488574104)
(660.8136371330829,334.42964473275964)
(662.4526519807187,337.78294539996597)
(663.9730140083775,340.86777855692753)
(665.4778253667424,343.88866217184943)
(666.9771466351759,346.85484260463073)
(668.4897839496833,349.78979234507494)
(670.0112269570101,352.6732954002537)
(671.5288278720059,355.4794424323632)
(673.0211206033617,358.1817903259633)
(674.4624586467409,360.7626075482734)
(675.8426266906106,363.213898603979)
(677.1901010073751,365.563115796497)
(678.4966175098151,367.74992172799887)
(679.9543421079013,369.9800313932987)
(681.2551153130887,371.8319401475249)
(682.3932155377203,373.39481860822707)
(683.8709834784923,375.2512129723293)
(685.5389608692795,377.39971933280026)
(686.8704513271642,379.606292289042)
(688.0548919499142,381.9620427558472)
(689.7581631166529,385.0316029244567)
(691.8771991526171,387.7550497625371)
(694.3774244328707,389.6732382562639)
(697.0481486700526,390.8883187263396)
(699.662764191634,391.75862121116694)
(702.5227211905866,392.4276054093655)
