Person 70
Starting Position = (646.0266929195034,177.60429850395388)
(646.9899172466924,181.55065589942748)
(647.7025060700455,184.4707085790598)
(648.3958437677252,187.31159776905977)
(649.1089105163155,190.23248409919432)
(650.0010309966156,193.88336581654215)
(650.703835426679,196.7592535962326)
(651.4117967628966,199.65527603810344)
(652.1106019457684,202.51261874462497)
(652.8145426285535,205.3894092260328)
(653.576204342037,208.4995044301311)
(654.2906451066207,211.41496783280328)
(654.9959896716606,214.29126977818973)
(655.7209926848697,217.24503355755328)
(656.4130832493887,220.062334976499)
(657.1057504515701,222.87917735164356)
(657.7990741022002,225.69549766181905)
(658.4979370026798,228.53064016560074)
(659.1928115708957,231.3456389283346)
(659.9030414827183,234.21805685291986)
(660.735384370772,237.57499292080095)
(661.4288658047121,240.36763607643783)
