Person 31
Starting Position = (605.4117322145695,149.9338905619195)
(606.9564640878104,154.0971947867475)
(608.2103007169736,157.48240326239275)
(609.3995080525003,160.69906598392353)
(610.6115471264318,163.98424656301188)
(611.808880634076,167.23675401513265)
(612.9906014593516,170.4544285150218)
(614.156396844722,173.63669425346185)
(615.3267463712001,176.84000769483302)
(616.4877298305325,180.02678161195135)
(617.6734383072742,183.29156586538033)
(618.8084968615974,186.4268107195572)
(619.9543685655183,189.60263726880726)
(621.083689329569,192.7435859077072)
(622.2167653595445,195.90660967442562)
(623.3939287282158,199.20584577239563)
(624.5205157134742,202.37590047186538)
(625.7310014545571,205.7970541946407)
(627.2114109112879,210.0043471960577)
(628.3466797902596,213.24512194757403)
(629.4585967370436,216.43304836803907)
(630.7062633802296,220.02746280625104)
(631.7982621614335,223.1865915864511)
(632.8676411470633,226.2926243106879)
(633.921306172935,229.36456687613432)
(634.9661144259326,232.42151390823602)
(636.1528475648836,235.90686043723176)
(637.3046028358997,239.3010945967637)
(638.3631922888288,242.4296732192527)
(639.4010432541978,245.50437148175888)
(640.4251178759583,248.5441901379331)
(641.4488817304797,251.58761871237246)
(642.4727737300676,254.6344452216092)
(643.4972677072657,257.6844227695272)
(644.5228830912263,260.7372570731836)
(645.5501972944531,263.7925921663506)
(646.5667139487167,266.81101976475185)
(647.5862382653407,269.8309376287157)
(648.6029654688725,272.83221138349825)
(649.7644215190795,276.24283510960527)
(650.8460597512455,279.3991542599599)
(651.8814647716143,282.397510406697)
(652.9050743584694,285.333974344046)
(654.0493847836478,288.5752160002491)
(655.08892548115,291.4793299064635)
(656.1207088361451,294.31628203121716)
(657.166224882246,297.1266859589522)
(658.2247159571682,299.9066588638153)
(659.2962556213507,302.6534676420573)
(660.3961921515769,305.4026033889246)
(661.5165483396825,308.1326642764201)
(662.6634268225391,310.85996729945873)
(663.7770405527269,313.4532405314886)
(664.899706700304,316.0220638683639)
(666.0248469129781,318.5633098025281)
(667.1603129525114,321.1084092444014)
(668.2341314501144,323.51176600491596)
(669.3021049113011,325.9102220677508)
(670.3280009327332,328.2306549243536)
(671.317632778727,330.48870702995737)
(672.2660280106828,332.668966453605)
(673.195013838463,334.80821956558947)
(674.1099612041317,336.89746167751326)
(675.0580218930038,339.01932167447507)
(676.1988514827297,341.4806754038754)
(677.2012413447782,343.563869047798)
(678.0055941668963,345.29489066326033)
(678.8239871815853,347.0024035562408)
(679.808948321377,348.9457690543656)
(680.8508898631728,350.8925627584585)
(681.8740154256029,352.7116760149613)
(682.9305544174217,354.4772970689906)
(684.0300517869515,356.17105257572854)
(685.1644882247328,357.75365638885495)
(686.2962025935577,359.14558412335407)
(687.4482269238633,360.26075877865026)
(688.650264500592,360.9905318399294)
(690.147166343619,361.70351590119793)
(691.835395157086,362.720291282436)
(693.3644121327991,364.03469034092626)
(694.397533463718,365.64469537010103)
(694.8946807655731,367.43421009254143)
(695.1189254621934,369.2884208754652)
(695.3795049762242,371.2146338129585)
(695.6117913481517,373.0281257181155)
(695.672094758372,374.5428852859139)
(695.5098116064692,376.23940835922303)
(695.822666666486,378.202646666649)
(696.6034320435778,380.0769354737758)
(697.3618745303236,381.909065302021)
(697.7161878214458,383.8071573442233)
(698.2288482972064,385.84829229802904)
(699.9158320343793,388.13348721676687)
(703.3104491730819,390.9352998889081)
