Person 12
Starting Position = (533.4827265675763,293.7871904613503)
(538.0303043039738,297.48809965420503)
(541.5076380972882,300.1047493354051)
(544.7062356167892,302.4038466912749)
(547.9140809587147,304.6466777517254)
(551.0531041041264,306.8005645288816)
(554.1331936022848,308.8853156263828)
(557.1606909136514,310.9129733847663)
(560.1942832425674,312.9283403392448)
(563.2003733497493,314.9116492893234)
(566.2711040417372,316.9268020995957)
(569.209463382774,318.84363715633526)
(572.177902425592,320.7712350009083)
(575.1058917136071,322.6642467262664)
(578.0476134253073,324.5589563613666)
(581.1110028871904,326.52646012172767)
(584.0463590212556,328.4040897431034)
(587.2102464028042,330.4234735502448)
(591.1129156566169,332.92167927318616)
(594.0968566176683,334.813293613465)
(597.019472142054,336.65515317183616)
(600.3097295687209,338.72420341755577)
(603.1888061773543,340.5239206923261)
(606.0092135381686,342.278501463128)
(608.7890916226779,344.00044689682403)
(611.5457980511344,345.7013107742936)
(614.6817956008128,347.635663788515)
(617.7222407704215,349.5053506610564)
(620.5085657381043,351.2106517458835)
(623.2312309173944,352.87267886194394)
(625.9067165530921,354.5051259167273)
(628.5679167759876,356.1324553466432)
(631.2128228174181,357.75779676832406)
(633.8388357841429,359.38396485581745)
(636.442545942987,361.0129948231172)
(639.019430302521,362.64548920765066)
(641.531104730258,364.258159539672)
(644.0041592575182,365.8720023185691)
(646.4159850990668,367.47742307253634)
(649.1009986015711,369.34222916791686)
(651.5167595278743,371.07183508289745)
(653.7421069664829,372.72237179081304)
(655.8507795489983,374.362938308789)
(658.1307038100954,376.29985155427414)
(660.117308561634,378.093433786345)
(661.9773218522596,379.9032007200806)
(663.7112115670731,381.76079732701646)
(665.3468123417671,383.65229354794377)
(666.9006269089724,385.5234262246068)
(668.3568926976445,387.31177879768734)
(669.6351216523292,388.9625402676061)
(670.6670756631346,390.53340067182955)
(672.0477635862584,392.4335508571591)
(674.0027179876103,394.247471971949)
(676.2958710843371,395.5591997959173)
(678.4212875956579,396.8536190642773)
(680.3935488711456,398.4427169149372)
(683.4871628522296,400.2770591327771)
(686.4170896211219,401.17630097733996)
(690.5202104435276,399.9878413177053)
(695.2267451121018,398.39508231431995)
(700.0768693268924,397.57710425825906)
