Person 60
Starting Position = (525.2302750512658,603.5322569606982)
(528.1563934416226,600.1439120557602)
(530.5329130729807,597.390127071889)
(532.7892584064779,594.7747757860922)
(535.0922110515758,592.1052226691731)
(537.3707732454716,589.4638168225298)
(539.6234155379818,586.852376599404)
(541.84972060382,584.2714287853935)
(544.089217734741,581.6753058709194)
(546.3155331932937,579.0945883639922)
(548.5947622530763,576.4529246773662)
(550.7816725880317,573.9182738415402)
(552.9951195525604,571.3531896684742)
(555.1823796388874,568.8187304435245)
(557.3831493605967,566.2690687321747)
(559.6769715754778,563.6125623005933)
(561.8787581643429,561.0629573845406)
(564.2533612265586,558.3148214190676)
(567.1752761224553,554.940326426995)
(569.4206052514779,552.3446355200571)
(571.6260747295981,549.7946914032312)
(574.1118141057177,546.9237431661093)
(576.2931982775559,544.4039403786169)
(578.4355066840953,541.9297790205239)
(580.5523688508737,539.4859354292554)
(582.6573188347602,537.0570872909504)
(585.0585367818317,534.2914103094458)
(587.3960760948177,531.6015820369955)
(589.5484356931076,529.1253999797813)
(591.6625258520444,526.6946598989801)
(593.752126653298,524.2940245034628)
(595.8444744654965,521.8928413186521)
(597.9400286931173,519.4910653282145)
(600.0392003657345,517.0886723239545)
(602.1424056669574,514.6856591809163)
(604.2500880801649,512.2820494905495)
(606.3353344857926,509.9086002985001)
(608.4257286432161,507.5347635524289)
(610.5081050414335,505.176048386751)
(612.8898893896672,502.4945461994343)
(615.1004416807752,500.01294716166876)
(617.2064964067943,497.65524133774187)
(619.2752517284233,495.3476962582639)
(621.5784102937101,492.7991005618919)
(623.6514920162704,490.5148996661512)
(625.6895353718169,488.28215398600446)
(627.7219299393971,486.07168660695396)
(629.7495763958207,483.885110925054)
(631.7729977529698,481.7241824741993)
(633.8217504143948,479.5608629945539)
(635.8820890636947,477.4121975597645)
(637.9688312298164,475.265616119721)
(639.9764745971842,473.2272605991022)
(641.9904512870824,471.2123760256486)
(644.0097189784537,469.2232676669669)
(646.0629007277715,467.2328057749082)
(648.0293412464005,465.35086826339966)
(650.0252287759838,463.4653095141744)
(651.9899344662115,461.62963603099314)
(653.9356159329333,459.8302126651288)
(655.8440816772405,458.0825073050579)
(657.7402364762987,456.3649611987065)
(659.6041311822919,454.6968185322792)
(661.5013165551073,453.0247633296208)
(663.7070192560387,451.13778077739204)
(665.5136330069917,449.62964816456304)
(667.114517832932,448.35939585411967)
(668.6050842516511,447.30565320855095)
(670.1161865300611,446.48053901151894)
(671.5122006168656,445.897219465648)
(672.7722333312449,445.39042083867207)
(673.9758838864418,444.84885280102907)
(675.1348567988659,444.230829652746)
(676.2553532777114,443.5341462926726)
(677.3212368170975,442.7892733413014)
(678.3058236669056,442.03521969709885)
(679.008773715564,441.4398731625898)
(679.4013216387181,441.0568971069731)
(679.406142039463,440.9743323694818)
(679.0834185119153,441.15471199182406)
(678.7738038385672,441.4594207590001)
(678.7555378127784,441.81742335973)
(679.2995691307837,442.0764667067244)
(680.2723166348605,442.13871229082923)
(681.5337230190769,442.03006670274624)
(682.9073582529284,441.8700726220462)
(684.4002704843815,441.57587265186976)
(686.1071252618486,441.06561131016696)
(687.742138770852,440.45883229690435)
(689.1368800334947,439.91238350424055)
(690.220357501915,439.5695580915715)
(690.9615250090301,439.58142275709184)
(691.4320705326626,440.03253088111626)
(691.918994427222,440.79215979112786)
(692.8554162648934,441.1184826618368)
(693.6248358255874,440.9001938745653)
(694.1575446697273,440.25994782646734)
(694.4004416997258,439.2874388541073)
(694.4736884030968,438.109594930114)
(694.6307450098095,436.72550921545565)
(695.1527493693138,435.67324816347)
(695.5197808830533,435.2500448878215)
(695.5787350582344,435.1089374583296)
(695.5142031575591,435.05053123006786)
(695.2091313424426,435.05399275090326)
(694.6722728550527,435.14212132767176)
(693.9463767721908,435.2086720937868)
(693.1960647538203,435.04334404907536)
(692.999297691438,434.13236932342653)
(693.2641562337307,433.25334139726044)
(693.7937652545871,432.7089039514206)
(694.5190605209931,432.15321104747187)
(695.193677550462,431.74417751496895)
(695.6526931890618,431.5323854773229)
(695.8385637131319,431.5043845852539)
(695.7797329495476,431.60192441616175)
(695.5728039724938,431.83400210022074)
(695.2739507636003,432.1516822358157)
(694.9577220167619,432.3482688946014)
(694.7773331572656,432.186638538699)
(694.9549977224053,431.2385726705137)
(695.3861861050219,430.0789007920547)
(696.050931560939,429.36800321698905)
(696.9033065646878,429.7040305701441)
(697.4779305455601,430.67328744875675)
(697.1686132726397,431.3379819371215)
(696.3965703650301,431.4221086879036)
(695.7565689112089,431.0266074044649)
(695.4309559464269,430.3017201156458)
(695.4487375646862,429.0555738073808)
(695.621708261408,427.84658329154865)
(696.1902494724744,426.89315417562636)
(696.6931783213081,426.66079256290703)
(696.9281150347845,426.42897557021)
(696.9648057418078,426.02212883142795)
(696.8718627468347,425.37423779656825)
(696.7240465158357,424.44457969806035)
(696.5701175324526,423.14678010084356)
(696.5170629757108,420.95351872598036)
(696.5509192079071,419.0233709941534)
(696.8264387423491,417.39523252579806)
(697.5730156523017,416.03817108725804)
(698.3910330477545,415.0599563633115)
(699.1696746714728,414.2092858316786)
(699.8729886815673,413.5279933217611)
(700.5959585922471,413.14212793132185)
