Person 39
Starting Position = (655.0834169451664,604.9844373649215)
(656.0500403637519,600.6577380843672)
(656.8380114491488,597.1417602971803)
(657.5889707973608,593.8030437487865)
(658.3587088103609,590.3958339515705)
(659.1240598144855,587.0254333543207)
(659.8850115324105,583.6943533017616)
(660.6419697920143,580.4034713734928)
(661.4091405091085,577.094838591656)
(662.1783816153893,573.8077334658688)
(662.9738251166924,570.4453631827315)
(663.7456235209103,567.2217587911341)
(664.5367410464731,563.9625038167298)
(665.3296155090959,560.7456048112577)
(666.1400726137869,557.5134017885798)
(667.0001334605687,554.1506942734361)
(667.8417192683441,550.9284080708529)
(668.7694241059567,547.461869625294)
(669.9424425496488,543.2166388881191)
(670.8669406205588,539.9582231727286)
(671.7973717981713,536.764570918472)
(672.8734787813711,533.1788712148555)
(673.8399293155878,530.0394075704164)
(674.8092265042003,526.9643759738849)
(675.7850053703609,523.9344454192656)
(676.7707669225189,520.9304077883002)
(677.9100428490733,517.5195736111126)
(679.0292018096235,514.2112703115451)
(680.0636893178514,511.1731536036987)
(681.0770765925522,508.198094459599)
(682.0687564539198,505.2672880562563)
(683.0434644705248,502.34379292876486)
(683.9923001501309,499.42847374017106)
(684.9056916229457,496.5226743894875)
(685.7738172001373,493.62832350979346)
(686.5873096208784,490.7480522028495)
(687.3294255588951,487.9215620644689)
(688.0050051474979,485.1163417902413)
(688.608073946519,482.3553071173669)
(689.2059969868303,479.25923003473065)
(689.6908132386425,476.43774118426614)
(690.092882112727,473.8041845614239)
(690.4317949712696,471.27719819141316)
(690.6928701846831,468.5463913072555)
(690.8338043711159,466.1505064291013)
(690.9116397912125,463.87420320191706)
(690.9456782317848,461.6997012210089)
(690.926268871003,459.62954492512154)
(690.8369907338213,457.65375715551465)
(690.6837571124956,455.73555683684515)
(690.5193226257373,453.89658646887835)
(690.4117500806237,452.15531897143467)
(690.6519342175113,450.73185454905723)
(690.8056776388769,449.33880509570974)
(690.7274134905012,447.86376893251924)
(690.4753351381361,446.2679385631589)
(690.212646553273,444.6834082294301)
(690.0591992169605,443.07044282269055)
(690.1000151555212,441.5352605021603)
(690.3853148045688,440.170151687189)
(690.8792440974414,439.16503230359024)
(691.4541806610802,438.4875666445786)
(691.978565695029,437.9278022987967)
(692.4104604618647,437.20314183527273)
(692.8226458832884,436.1553258069228)
(693.2470331931761,435.23702487318894)
(693.7570784892597,434.29659036186854)
(694.2219017566515,433.4322975589072)
(694.4065446667992,432.85362293425226)
(694.1281137901192,432.7363407038542)
(693.8296588637154,432.63964903521867)
(693.9107317516919,432.07340386618847)
(694.3196358959381,431.4838055379031)
(694.7442847843863,430.98980196452044)
(694.9789651635891,430.5101960703335)
(695.0639902771662,430.2127746300192)
(695.0850286532262,430.2886198619064)
(694.9512535975317,430.62790989058243)
(694.8124801051925,431.34521446241126)
(694.7445346687524,432.32513783794906)
(694.5093427230734,432.5593635047938)
(694.1452631925088,431.9679198612401)
(693.9856632438148,430.1685585927309)
(693.8710636004846,428.2457039460503)
(693.6931175468312,426.8131436326536)
(693.4836409300191,426.0295262674638)
(693.9703783302554,424.56934450894994)
(695.0954100378744,423.15587327030323)
(696.5361889702863,422.2435846135204)
(697.8905963223175,421.9451441712709)
(698.6076858834883,422.09063963303464)
(698.3961618271136,422.50294454486004)
(697.5482624147079,422.97979796419776)
(696.3288665488024,423.1020065289551)
(695.0480792604359,422.0224291200057)
(694.7391171339826,420.7286394764689)
(695.0456999905826,419.1376151961277)
(695.4954106790684,417.29301901580374)
(695.9646690949749,414.45027759765577)
(697.0341588366543,410.799457082348)
(700.9487351170011,410.91571237484686)
