Person 91
Starting Actual Velocity = [1.05854621 0.5649006 ]
[16.64883667  8.88255825]
[ 1.1864852 12.814957 ]
[ 1.3726553 13.3491794]
[ 1.52553577 13.8215197 ]
[ 1.6688991  14.30251377]
[ 1.78851835 14.75749426]
[ 1.88382081 15.18730698]
[ 1.94924527 15.56559186]
[ 1.99733345 15.94865677]
[ 2.02140483 16.30822231]
[ 2.02218361 16.6446071 ]
[ 2.00067973 16.95801292]
[ 1.9581651  17.24852894]
[ 1.89614804 17.51613458]
[ 1.81634663 17.76070109]
[ 1.7213059  17.98199198]
[ 1.62282617 18.16652224]
[ 1.51402609 18.34177564]
[ 1.40649214 18.49241987]
[ 1.30570991 18.6177719 ]
[ 1.21683483 18.71702992]
[ 1.14458658 18.78927484]
[ 1.09316454 18.83347481]
[ 1.06618722 18.84849332]
[ 1.06591394 18.83440812]
[ 1.09413557 18.78949009]
[ 1.15383327 18.71159387]
[ 1.24620603 18.59934047]
[ 1.37189376 18.45135862]
[ 1.53102107 18.26632447]
[ 1.72324346 18.04300695]
[ 1.94779156 17.78031839]
[ 2.20351043 17.47736935]
[ 2.48889164 17.13352638]
[ 2.80209721 16.74847083]
[ 3.14097558 16.32225658]
[ 3.50307073 15.85536362]
[ 3.8856266  15.34874475]
[ 4.28558974 14.80386185]
[ 4.69961346 14.22270866]
[ 5.12406711 13.60781727]
[ 5.55505378 12.96224614]
[ 5.98843951 12.28954854]
[ 6.39053136 11.64094446]
[ 6.78744555 10.97563762]
[ 7.20371766 10.24816155]
[7.60511852 9.51081042]
[7.96142808 8.81860927]
[8.29762149 8.12599063]
[8.61044224 7.43691214]
[8.91747423 6.70611444]
[9.19078805 5.98845435]
[9.41185636 5.33497653]
[9.59952228 4.69943351]
[9.75241522 4.08459421]
[9.86961521 3.49290226]
[10.16893635  3.8777969 ]
[10.44973552  4.28346379]
[10.6908421   4.67993733]
[10.88174516  5.04004068]
[11.04481133  5.38992739]
[11.19396333  5.75266826]
[11.31823865  6.10143694]
[11.42112888  6.43536108]
[11.50593102  6.75369835]
[11.56991604  7.03615784]
[11.62320378  7.30418108]
[11.66792702  7.55741997]
[11.71019367  7.81189078]
[11.74696363  8.0487146 ]
[11.7801178  8.2677249]
[11.81127458  8.46882927]
[11.83811068  8.64073426]
[11.86908132  8.80721389]
[11.89736485  8.94704396]
[11.93140538  9.07922869]
[11.9633074   9.18747391]
[11.99729992  9.28072987]
[12.03820231  9.36344515]
[12.08122004  9.42947712]
[12.12589646  9.47916421]
[12.16615792  9.51203139]
