0.4	0.326772203
0.5	0.352986509
0.6	0.367966949
0.8	0.378266368
0.9	0.381075566
1.1	0.38014112
1.2	0.375460098
1.4	0.352052062
1.6	0.325834827
1.7	0.276380216
1.9	0.249228534
2	0.221139477
2.2	0.193987795
2.3	0.171514205
2.5	0.156533765
2.6	0.1452999
2.8	0.134063105
3	0.113464267
3.1	0.118359671
3.2	0.110139026
3.3	0.102744203
3.4	0.09618843
3.5	0.086826387
3.6	0.081207989
3.7	0.088826968
4	0.081336748
4.1	0.081780974
4.2	0.07822813
4.4	0.075418932
4.6	0.074481556
4.7	0.072609733
4.8	0.068863158
5.1	0.060438491
5.3	0.057629293
5.5	0.054820094
5.6	0.052948271
5.8	0.052010895
6.4	0.047329874
6.5	0.045458051
6.7	0.044520675
6.8	0.043583299
7	0.042648853
7.6	0.037964902
7.8	0.037964902
7.9	0.037964902
8	0.037030455
8.2	0.036093079
8.8	0.03328388
9	0.032349434
9.1	0.029026434
9.3	0.029026434
9.4	0.028089058
