0.5	103.3918133
0.6	84.44444333
0.7	66.90058333
0.8	58.47955
0.9	54.40781333
1	50.52631667
1.1	45.84795333
1.2	41.40351
1.3	39.76608333
1.4	38.59649
1.5	38.12865333
1.6	37.99532
1.7	37.89473667
1.8	38.12865333
1.9	38.83041
2	40.03640667
2.1	41.63742667
2.2	42.80701667
2.3	42.89647333
2.4	43.27485333
2.5	43.74269
2.6	43.74269
2.7	44.44444333
2.8	47.48538
2.9	49.19598667
3	50.76024
3.1	50.29239667
3.2	49.82456
3.3	51.22807
3.4	52.63158
3.6	53.09941667
3.7	53.09941667
3.8	54.50292333
3.9	56.14035
4	58.24561333
4.1	60.11696
4.2	60.33409667
4.3	60.81871333
4.4	60.11696
4.5	59.64912333
4.6	58.94737
4.7	59.18128667
4.8	60.51462
4.9	61.52049667
5	62.94240667
5.1	65.26315667
5.2	66.90058333
5.3	67.60234
5.4	67.83625667
5.5	68.08033667
5.6	68.30409333
5.7	68.77193
5.8	68.77193
5.9	68.70737
6	68.67095667
6.1	68.50960333
6.2	68.36914
6.3	68.30409333
6.4	69.00584667
6.5	69.23976667
6.6	69.00584667
6.8	69.23976667
6.9	69.94152
7	70.27485333
7.1	70.46347667
7.2	70.64944
7.3	71.13134
7.4	71.34447333
7.5	71.88304
7.6	71.81286667
7.7	70.40935667
7.8	70.64327333
7.9	70.87719333
8	70.96786
8.1	71.11111
8.2	71.13107333
8.3	71.26012667
8.4	71.31003667
8.5	71.40164333
8.6	71.57894667
8.7	71.63428
8.8	71.81286667
8.9	72.74853667
9	72.98245667
9.1	72.04678333
9.2	71.34503
